Tiempo (s),Temperatura (ºC),Presión (Pa),Altitud (m),Nivel de CO (ppm)
0,22.770000,95503.281250,0.000000
1,22.750000,95503.906250,0.000000
2,22.719999,95503.484375,0.000000
3,22.690001,95502.828125,0.000000
4,22.670000,95502.117188,0.000000
5,22.650000,95501.750000,0.000000
6,22.629999,95500.906250,0.000000
7,22.620001,95500.359375,0.000000
8,22.610001,95500.617188,0.000000
9,22.600000,95500.375000,0.000000
10,22.600000,95500.234375,0.000000
11,22.590000,95500.250000,0.000000
12,22.590000,95500.187500,0.000000
10,22.590000,95500.351562,0.000000
14,22.590000,95500.031250,0.000000
15,22.590000,95500.250000,0.000000
16,22.600000,95500.015625,0.000000
17,22.600000,95499.421875,0.000000
18,22.600000,95498.914062,0.000000
19,22.610001,95498.765625,0.000000
20,22.610001,95498.421875,0.000000
21,22.620001,95498.171875,0.000000
22,22.629999,95497.507812,0.000000
23,22.629999,95497.093750,0.000000
24,22.639999,95496.812500,0.000000
25,22.650000,95496.562500,0.000000
26,22.660000,95496.523438,0.000000
27,22.670000,95496.578125,0.000000
28,22.680000,95496.328125,0.000000
29,22.690001,95496.781250,0.000000
30,22.690001,95496.375000,0.000000
31,22.700001,95496.531250,0.000000
32,22.709999,95496.828125,0.000000
33,22.730000,95497.429688,0.000000
34,22.740000,95497.343750,0.000000
35,22.750000,95497.500000,0.000000
36,22.760000,95498.015625,0.000000
37,22.770000,95497.859375,0.000000
38,22.780001,95497.585938,0.000000
39,22.790001,95497.390625,0.000000
40,22.799999,95497.062500,0.000000
41,22.809999,95497.445312,0.000000
42,22.820000,95497.281250,0.000000
43,22.840000,95497.234375,0.000000
44,22.850000,95497.453125,0.000000
45,22.860001,95497.296875,0.000000
46,22.870001,95496.937500,0.000000
47,22.879999,95496.984375,0.000000
48,22.889999,95496.796875,0.000000
49,22.910000,95497.156250,0.000000
50,22.920000,95496.671875,0.000000
51,22.930000,95496.562500,0.000000
52,22.940001,95496.046875,0.000000
53,22.950001,95495.937500,0.000000
54,22.969999,95495.718750,0.000000
55,22.980000,95495.617188,0.000000
56,22.990000,95494.796875,0.000000
57,23.000000,95494.531250,0.000000
58,23.010000,95494.421875,0.000000
59,23.030001,95494.460938,0.000000
60,23.040001,95494.359375,0.000000
61,23.059999,95494.250000,0.000000
62,23.070000,95493.976562,0.000000
63,23.080000,95493.515625,0.000000
64,23.100000,95493.156250,0.000000
65,23.110001,95492.625000,0.000000
66,23.129999,95493.101562,0.000000
67,23.139999,95492.992188,0.000000
68,23.150000,95493.109375,0.000000
69,23.160000,95492.671875,0.000000
